temporal_extent,geometry,resolution,s2_tile,h3index,crs,area,feature_count,status,id,start_time,running_start_time,cpu,memory,duration,backend_name
"['2020-01-01', '2020-04-01']","{""type"": ""FeatureCollection"", ""features"": [{""id"": ""0"", ""type"": ""Feature"", ""properties"": {""area"": 1638400.0, ""centroid_lat"": -58.453109664026265, ""centroid_lon"": -12.82855070606753, ""temporal_extent"": [""2020-01-01"", ""2020-04-01""], ""resolution"": 20.0, ""h3index"": ""838baefffffffff"", ""tile"": ""21LUF""}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[342940.00000000035, 8580740.0], [342940.00000000186, 8582020.0], [341659.9999999994, 8582020.0], [341660.0000000001, 8580740.0], [342940.00000000035, 8580740.0]]]}}], ""crs"": {""type"": ""name"", ""properties"": {""name"": ""urn:ogc:def:crs:EPSG::32721""}}}",20,21LUF,838baefffffffff,EPSG:32721,1638400.0000017136,1,not_started,,,,,,,
